Date,Location,Crop,Helicoverpa_eggs,Helicoverpa_larvae
02/01/1998,BIL,FA,1.8,3.6
02/01/1998,BIL 01,CP,1.1,1.3
02/01/1998,BIL 02B,Pigeonpea,4.4,1.7
02/01/1998,BIL 03C,CP,2.7,1.5
02/01/1998,BIL 07AN02,S,,
02/01/1998,BIL 07AN04,M,,
02/01/1998,BIL 07AS03,S,,
02/01/1998,BM 13A,CP,9.9,1.8
02/01/1998,BM 13B,CP,6.2,2.2
02/01/1998,BM 15C,CP,2.8,0.9
02/01/1998,BM 21AWIS02,M,,1
02/01/1998,BR,FA,1.6,0.8
02/01/1998,BS 03CIS01,M,,
02/01/1998,BUS,FA,2,1.2
02/01/1998,BW 07A02,Pigeonpea,1.2,1.4
02/01/1998,BW 07A03,Pigeonpea,1.2,1.4
02/01/1998,BW 07A03,CP,1.7,0.3
02/01/1998,BW 07A04,Pigeonpea,1.2,1.4
02/01/1998,BW 07A05,Pigeonpea,1.2,1.4
02/01/1998,BW 07A05,CP,1.7,0.3
02/01/1998,BW 07A06,CP,1.7,0.3
02/01/1998,BW 07A07,Pigeonpea,1.2,1.4
02/01/1998,BW 07A07,CP,1.7,0.3
02/01/1998,BW 07A08,CP,1.7,0
02/01/1998,BW 07A09,Pigeonpea,1.2,1.4
02/01/1998,BW 07A10,CP,1.7,0.3
02/01/1998,BW 07A11,CP,1.7,0.3
02/01/1998,BW 07A12,Pigeonpea,1.2,1.4
02/01/1998,BW 07A14,CP,1.7,0
02/01/1998,BW 07B02,Pigeonpea,1.2,1.4
02/01/1998,BW 07B03,Pigeonpea,1.2,1.4
02/01/1998,BW 07B04,CP,1.7,0.3
02/01/1998,BW 07B05,Pigeonpea,1.2,1.4
02/01/1998,BW 07B06,CP,1.7,0.3
02/01/1998,BW 07B07,CP,1.7,0
02/01/1998,BW 07B08,Pigeonpea,1.2,1.4
02/01/1998,BW 07B08,CP,1.7,0.3
02/01/1998,BW 07B09,Pigeonpea,1.2,1.4
02/01/1998,BW 07B09,CP,1.7,0.3
02/01/1998,BW 07B10,Pigeonpea,1.2,1.4
02/01/1998,BW 07B10,CP,1.7,0.3
02/01/1998,BW 07B11,Pigeonpea,1.2,1.4
02/01/1998,BW 07B11,CP,1.7,0.3
02/01/1998,BW 07C03,CP,1.7,0.3
02/01/1998,BW 07C04,Pigeonpea,1.2,1.4
02/01/1998,BW 07C05,Pigeonpea,1.2,1.4
02/01/1998,BW 07C06,CP,1.7,0.3
02/01/1998,BW 07C07,Pigeonpea,1.2,1.4
02/01/1998,BW 07C08,Pigeonpea,1.2,1.4
02/01/1998,BW 07C08,CP,1.7,0.3
02/01/1998,BW 07C09,Pigeonpea,1.2,1.4
02/01/1998,BW 07C09,CP,1.7,0.3
02/01/1998,BW 08A4,CP,5,0.5
02/01/1998,BM 15A,CP,2.3,1
02/01/1998,BM 15B,CP,3.6,3.7
02/01/1998,BIL 07AS03,S,,4
02/01/1998,BW 08A3,CP,1.6,2.2
05/01/1998,BP 01IS02,S,0,48
05/01/1998,BP 01IS05,M,,
05/01/1998,RCE,FA,0,0.6
05/01/1998,RCE 24DIS01,S,,4
05/01/1998,RCE 24DIS02,Pigeonpea,0.4,0.5
05/01/1998,RCW,FA,0.4,2.4
05/01/1998,RCW 01IS02,S,4,
05/01/1998,RCW 01IS03,M,,7
05/01/1998,RCW 19AIS01,S,,0
05/01/1998,RCW 19AIS03,Pigeonpea,0.3,0.9
05/01/1998,RCW 20BIS01,M,,0
05/01/1998,RCW 20BIS03,S,,0
05/01/1998,RCE 24A,S,,
05/01/1998,RCE 24A,CP,0.8,0.7
05/01/1998,RM 01B,CP,0.4,4.2
05/01/1998,BW 08A4,CP,2.7,1.6
05/01/1998,BP 13A,CP,3.4,3.9
05/01/1998,BP 03A,CP,0.9,0.4
05/01/1998,BP 03B,CP,0.5,0.2
05/01/1998,BP 03C,CP,2,0.5
05/01/1998,BP 08A#E,CP,2.6,2.4
05/01/1998,BP 08B,CP,1.7,1.1
05/01/1998,BP 08C,CP,0.3,0.3
06/01/1998,BL,FA,0.6,2.2
06/01/1998,BP 14C,S,,1
06/01/1998,BP 15A#E,S,,2
06/01/1998,BP 15B#W,CP,3.3,1.6
06/01/1998,BP 15B#E,Pigeonpea,1.5,2.1
06/01/1998,BW,FA,1,2.6
06/01/1998,BW 01A1,CP,2.8,0.7
06/01/1998,BW 01A2,CP,2.8,0.7
06/01/1998,BW 01B1,CP,2.8,0.7
06/01/1998,BW 01B2,CP,2.8,0.7
06/01/1998,BW 02A1,CP,2.4,1
06/01/1998,BW 02A2,CP,2.4,0.6
06/01/1998,BW 02A3,CP,2.4,0.6
06/01/1998,BW 02B1,CP,2.4,1
06/01/1998,BW 02B2,CP,2.4,0.6
06/01/1998,BW 05B6,S,,0
06/01/1998,BW 06IS03,M,,0
06/01/1998,BP,FA,1.8,2.2
06/01/1998,BW 04A1,CP,2.2,2.1
06/01/1998,BW 04A2,CP,2.2,2.1
06/01/1998,BW 04B1,CP,2.2,2.1
06/01/1998,BW 04B2,CP,2.2,2.1
06/01/1998,BW 03B2,CP,1.5,0.8
06/01/1998,BP 06A,S,,0
06/01/1998,BP 06B,S,,0
06/01/1998,BP 02C3,CP,1,0.9
06/01/1998,BP 02C4,CP,2,2.7
06/01/1998,BP 02C3,SA,,0.4
06/01/1998,BP 02C4,SF,,0.7
06/01/1998,BP 02C4,SA,,0.4
07/01/1998,RP,FA,0.8,0.4
07/01/1998,RP 01A,GN,,0.5
07/01/1998,RP 01B#N,GN,,0.2
07/01/1998,RP 01B#S,GN,,0.2
07/01/1998,RP 01C,GN,,0
07/01/1998,RP 04C,Pigeonpea,0.6,0.6
07/01/1998,RP 08C#N,GN,,0.4
07/01/1998,RP 16A,VC,,0
07/01/1998,RP 08C#S,GN,,0.1
07/01/1998,RP 10A,GN,,0.4
07/01/1998,BP,FA,1.8,2.2
08/01/1998,Q,FA,0,1.4
08/01/1998,RL,FA,0.6,1.4
08/01/1998,RM,FA,0.6,2.6
08/01/1998,RM 01AIS01,S,,
08/01/1998,RM 01AIS03,M,,
08/01/1998,RM 01B,CP,0.2,0.7
08/01/1998,RM 08D2,S,,
08/01/1998,RM 21BIS01,S,,2
08/01/1998,RM 21BIS02,Pigeonpea,0.1,0
08/01/1998,RM 21BIS03,M,,
08/01/1998,RUS,FA,0,0.4
08/01/1998,RW,FA,0,0.4
08/01/1998,RM 05,Pigeonpea,1,2.2
08/01/1998,RM 21BIS01,S,,
08/01/1998,BP 07C,S,,
09/01/1998,BIL,FA,2.6,1.4
09/01/1998,BIL 01,CP,3.5,1.1
09/01/1998,BIL 03C,CP,4,1.6
09/01/1998,BIL 07AS03,S,,3
09/01/1998,BM,FA,0.6,0.6
09/01/1998,BM 01BIS01,M,0,0
09/01/1998,BM 13A,CP,3.3,0.5
09/01/1998,BM 13B,CP,3.6,0.5
09/01/1998,BM 15C,CP,2.9,0.4
09/01/1998,BM 21AWIS02,M,,2
09/01/1998,BR,FA,0.6,0.8
09/01/1998,BR 03BS1,Pigeonpea,,
09/01/1998,BUS,FA,0,0.6
09/01/1998,BW 07A02,Pigeonpea,0.93,0.33
09/01/1998,BW 07A03,Pigeonpea,0.93,0.33
09/01/1998,BW 07A03,CP,1.6,0.4
09/01/1998,BW 07A04,Pigeonpea,0.93,0.33
09/01/1998,BW 07A05,Pigeonpea,0.93,0.33
09/01/1998,BW 07A05,CP,1.6,0.4
09/01/1998,BW 07A06,CP,1.6,0.4
09/01/1998,BW 07A07,Pigeonpea,0.93,0.33
09/01/1998,BW 07A07,CP,1.6,0.4
09/01/1998,BW 07A08,CP,1.6,0.4
09/01/1998,BW 07A09,Pigeonpea,0.93,0.33
09/01/1998,BW 07A10,CP,1.6,0.4
09/01/1998,BW 07A11,CP,1.6,0.4
09/01/1998,BW 07A12,Pigeonpea,0.93,0.33
09/01/1998,BW 07A14,CP,1.6,0.4
09/01/1998,BW 07B02,Pigeonpea,0.93,0.33
09/01/1998,BW 07B03,Pigeonpea,0.93,0.33
09/01/1998,BW 07B04,CP,1.6,0.4
09/01/1998,BW 07B05,Pigeonpea,0.93,0.33
09/01/1998,BW 07B06,CP,1.6,0.4
09/01/1998,BW 07B07,CP,1.6,0.4
09/01/1998,BW 07B08,Pigeonpea,0.93,0.33
09/01/1998,BW 07B08,CP,1.6,0.4
09/01/1998,BW 07B09,Pigeonpea,0.93,0.33
09/01/1998,BW 07B09,CP,1.6,0.4
09/01/1998,BW 07B10,Pigeonpea,0.93,0.33
09/01/1998,BW 07B10,CP,1.6,0.4
09/01/1998,BW 07B11,Pigeonpea,0.93,0.33
09/01/1998,BW 07B11,CP,1.6,0.4
09/01/1998,BW 07C03,CP,1.6,0.4
09/01/1998,BW 07C04,Pigeonpea,0.93,0.33
09/01/1998,BW 07C05,Pigeonpea,0.93,0.33
09/01/1998,BW 07C06,CP,1.6,0.4
09/01/1998,BW 07C07,Pigeonpea,0.93,0.33
09/01/1998,BW 07C08,Pigeonpea,0.93,0.33
09/01/1998,BW 07C08,CP,1.6,0.4
09/01/1998,BW 07C09,Pigeonpea,0.93,0.33
09/01/1998,BW 07C09,CP,1.6,0.4
09/01/1998,BW 08A3,CP,1.2,1.8
09/01/1998,BM 15B,CP,2.6,3
09/01/1998,BP 13A,CP,3.6,0.8
12/01/1998,BP 02C3,CP,1.8,0.2
12/01/1998,BP 02C4,CP,2.6,0.4
12/01/1998,RCE,FA,0.4,1
12/01/1998,RCE 24DIS01,S,,0
12/01/1998,RCE 24DIS02,Pigeonpea,0.3,0
12/01/1998,RCW,FA,0,0.4
12/01/1998,RCW 19AIS01,S,,0
12/01/1998,RCW 20BIS03,S,,0
12/01/1998,BP 03A,CP,2.1,0.06
12/01/1998,BP 03B,CP,2.1,0.06
12/01/1998,BP 03C,CP,2.3,0.1
13/01/1998,BP 08A#E,CP,3.6,0
13/01/1998,BP 08B,CP,1.8,1.8
13/01/1998,BP 08C,CP,1.4,1.4
13/01/1998,BP 13A,CP,2.7,0.5
13/01/1998,BP 15B#W,CP,2.7,0
13/01/1998,BW 01A1,CP,0.7,3.1
13/01/1998,BW 01A2,CP,0.7,3.1
13/01/1998,BW 01B1,CP,0.7,3.1
13/01/1998,BW 01B2,CP,0.7,3.1
13/01/1998,BW 02A1,CP,0.8,3.7
13/01/1998,BW 02A2,CP,2.3,0.16
13/01/1998,BW 02A3,CP,2.3,0.16
13/01/1998,BW 02B1,CP,0.8,3.7
13/01/1998,BW 02B2,CP,2.3,0.16
13/01/1998,BP 08CW,CP,1.2,0
14/01/1998,RP,FA,0.4,0.2
14/01/1998,BW 03B3,CP,0.9,0.3
14/01/1998,BW 03B2,CP,1.2,0.5
14/01/1998,BW 07ABC,CP,0.6,1.6
14/01/1998,BW 08A3,CP,0.9,1.9
14/01/1998,BW 08A4,CP,3.2,2.2
14/01/1998,BM 15A,CP,4.8,1.8
14/01/1998,BM 15B,CP,2.3,2
14/01/1998,BM 15C,CP,4.8,0.8
14/01/1998,BM 13A,CP,2.2,2.8
14/01/1998,BM 13B,CP,3,1
15/01/1998,RL,FA,0,0.8
15/01/1998,RL 33IS01,M,,
15/01/1998,RL 33IS02,S,,
15/01/1998,RM,FA,0.6,0.8
15/01/1998,RM 01B,CP,0.3,0.8
15/01/1998,RM 08D2,S,,0
15/01/1998,RW,FA,0,0.2
15/01/1998,BIL 03C,CP,3.6,3.6
15/01/1998,BIL 01,CP,2.8,3
15/01/1998,RM 08D3,S,,
16/01/1998,RP 01A,GN,,
16/01/1998,RP 01B,GN,,0.2
16/01/1998,RP 01C,GN,,0.3
16/01/1998,RP 08C#N,GN,,0.2
16/01/1998,RP 16A,S,,
16/01/1998,BW 04,CP,0.8,0.2
19/01/1998,BP,FA,0,0.4
19/01/1998,BP 01IS05,M,,
19/01/1998,BP 02C3,CP,0.8,1.2
19/01/1998,BP 02C3,SA,,0.2
19/01/1998,BP 02C4,CP,0.5,1.2
19/01/1998,BP 02C4,SA,,0
19/01/1998,BP 06A,S,,0
19/01/1998,BP 06B,S,,0
19/01/1998,BP 07A,S,,12
19/01/1998,BP 07C,S,,0
19/01/1998,RCE 03B,Pigeonpea,0,0.9
19/01/1998,RCE 10B,CT,,0.1
19/01/1998,RCE 12A,CT,,0
19/01/1998,RCE 17,M,,
19/01/1998,RCE 23S,GN,,0.2
19/01/1998,RCE 24DIS01,S,,0
19/01/1998,RCE 24DIS02,Pigeonpea,0,0
19/01/1998,RCW 01IS02,S,,0
19/01/1998,RCW 19AIS01,S,,0
19/01/1998,RCW 19AIS02,M,,
19/01/1998,RCW 19AIS03,Pigeonpea,0,1
19/01/1998,RCW 20BIS03,S,,0
19/01/1998,RP 01A,GN,,0
19/01/1998,RCE 24A,S,,
19/01/1998,BP 05,S,,
20/01/1998,BP 08A#E,CP,3,1.9
20/01/1998,BP 08B,CP,0.8,0.6
20/01/1998,BP 08C,CP,4.4,0.8
20/01/1998,BP 12A,S,,4
20/01/1998,BP 12B,S,,0
20/01/1998,BP 12C,S,,
20/01/1998,BP 13A,CP,2.8,1
20/01/1998,BP 14A,S,,1.3
20/01/1998,BP 14C,S,,0
20/01/1998,BP 15B#W,CP,0.7,0.6
20/01/1998,BW 01A1,CP,0,0.3
20/01/1998,BW 01A2,CP,0,0.3
20/01/1998,BW 01B1,CP,0,0.3
20/01/1998,BW 01B2,CP,0,0.3
20/01/1998,BP 03A,CP,4.9,3
20/01/1998,BP 03B,CP,0.6,1.6
20/01/1998,BP 03C,CP,0.9,2.7
21/01/1998,RP,FA,1,0.6
21/01/1998,RP 01A,GN,,0.2
21/01/1998,RP 01B#N,GN,,0
21/01/1998,RP 01B#S,GN,,0
21/01/1998,RP 01C,GN,,0
21/01/1998,RP 04C,Pigeonpea,0.9,1.5
21/01/1998,RP 08B#S,S,,
21/01/1998,RP 14DCL,VC,,
21/01/1998,RP 08C#S,GN,,0.1
21/01/1998,BW 07ABC,CP,0.03,2.5
21/01/1998,BW 08A3,CP,1.3,0
21/01/1998,BW 02A1,CP,0.6,5.3
21/01/1998,BW 02B2,CP,2.2,0.6
21/01/1998,BW 06IS01,S,,0
21/01/1998,BW 06IS03,M,,0
21/01/1998,BW 03B3,CP,0.3,0.4
21/01/1998,RP 16A,S,,0
21/01/1998,BL,FA,0,0.4
21/01/1998,BW,FA,0.4,1.2
21/01/1998,RL,FA,0,0.4
21/01/1998,BW 04A1,CP,0.5,0.5
21/01/1998,BW 03B2,CP,0.8,0
21/01/1998,BW 08A4,CP,1.2,0.7
22/01/1998,Q,FA,0,0.8
22/01/1998,Q 01C2,GN,,0
22/01/1998,Q 01C2,Pigeonpea,0,0.4
22/01/1998,RL,FA,0,0.4
22/01/1998,RL 33IS01,M,,0
22/01/1998,RL 33IS02,S,,0
22/01/1998,RM,FA,0,0.4
22/01/1998,RM 01AIS01,S,,0
22/01/1998,RM 01B,CP,0.7,0.9
22/01/1998,RM 08D2,S,,0
22/01/1998,RM 08D3,S,,0
22/01/1998,RM 21BIS02,Pigeonpea,0,0
22/01/1998,RM 21BIS03,M,,
22/01/1998,RP 16A,S,,0
22/01/1998,RM 05,Pigeonpea,1.6,0.7
22/01/1998,RP 08A#N,S,,0
22/01/1998,BP 14C,S,,0
22/01/1998,RP 10A,GN,,0.1
23/01/1998,BIL,FA,0,0.4
23/01/1998,BIL 01,CP,1.4,2
23/01/1998,BIL 03C,CP,2.7,3
23/01/1998,BIL 07AN02,S,,
23/01/1998,BIL 07AN04,M,,
23/01/1998,BIL 07AS03,S,0,2
23/01/1998,BM,FA,0.6,0.4
23/01/1998,BM 13A,CP,4.2,1.6
23/01/1998,BM 15A,CP,5.8,1
23/01/1998,BM 15B,CP,2,1.7
23/01/1998,BM 15C,CP,1.7,0.8
23/01/1998,BM 21AWIS02,M,,2
23/01/1998,BR,FA,0,1.4
23/01/1998,BS 03CIS01,M,,
23/01/1998,BUS,FA,0,0.4
26/01/1998,BP 02C3,CP,0,2.9
26/01/1998,BP 02C3,SA,,0.2
26/01/1998,BP 02C4,CP,0,2.5
26/01/1998,BP 02C4,SA,,0
26/01/1998,BP 03A,CP,1.1,7
26/01/1998,BP 03B,CP,0,4.4
26/01/1998,BP 03C,CP,0.3,6.2
26/01/1998,RCE 17#E,M,,
26/01/1998,RCE 24A,CP,0,1.8
26/01/1998,RCE 24A,S,,
26/01/1998,RCE 24DIS01,S,,0
26/01/1998,RCW 17A,W,,
26/01/1998,RP 10A,GN,,0
26/01/1998,RP 08C#N,GN,,0.2
26/01/1998,RP 01B,GN,,0
26/01/1998,RP 01A,GN,,0.5
27/01/1998,BP 05,S,,
27/01/1998,BP 08A#E,CP,4.6,1.9
27/01/1998,BP 09C,CA,,
27/01/1998,BP 13A,CP,0.7,2.8
27/01/1998,BP 02C,CP,0.4,5.8
28/01/1998,RP 08C#S,GN,,
28/01/1998,BM 15B,CP,3.2,3.4
28/01/1998,BM 15C,CP,2.3,2.7
28/01/1998,BM 15B,CP,3.2,3.4
28/01/1998,BM 15C,CP,2.3,2.7
28/01/1998,BP 08A#E,CP,4.6,1.9
28/01/1998,BP 13A,CP,0.7,2.8
28/01/1998,BP 02C3,CP,0.4,5.8
29/01/1998,Q,FA,0.6,0
29/01/1998,Q 01C2,GN,,0
29/01/1998,Q 01C2,Pigeonpea,1.8,0.4
29/01/1998,Q 01C2,S,,
29/01/1998,RM 01B,CP,0.4,1.6
29/01/1998,RM 21BIS01,S,,2
29/01/1998,RM 21BIS03,M,,
29/01/1998,RUS,FA,0.4,0.2
29/01/1998,BW 08A4,CP,2.1,3.7
29/01/1998,BW,FA,0.2,1
29/01/1998,BW 08A3,CP,0.4,0.59
29/01/1998,RM 05,Pigeonpea,1,0.7
29/01/1998,BIL 01,CP,1.2,3
29/01/1998,BIL 03C,CP,1.5,2.5
02/02/1998,BP,FA,0,0.8
02/02/1998,BP 02C3,CP,0,0.2
02/02/1998,BP 02C3,SA,,0.1
02/02/1998,BP 02C4,CP,0,0.9
02/02/1998,BP 02C4,SA,0,0.2
02/02/1998,BP 03A,CP,1.6,3.7
02/02/1998,BP 03B,CP,0.3,1.6
02/02/1998,BP 03C,CP,1.6,2.4
02/02/1998,BP 06A,S,,0
02/02/1998,BP 06B,S,,6
02/02/1998,BP 07C,S,,5
02/02/1998,RCE 24A,CP,0.8,1.2
02/02/1998,RCE 24A,S,,0
02/02/1998,RCE 24DIS01,S,,0
02/02/1998,RCE 24DIS02,Pigeonpea,0,0
02/02/1998,RCW 17A,GN,,0
02/02/1998,RCW 17A,VC,,
02/02/1998,RCW 17A,S,,
02/02/1998,RCW 19AIS03,Pigeonpea,0.2,0
02/02/1998,RP 01A,GN,,0.2
02/02/1998,RP 01B,GN,,0.1
02/02/1998,RP 01C,GN,,0.4
02/02/1998,RP 08C,GN,,0.6
02/02/1998,RP 10A#N,GN,,0.2
03/02/1998,BP 08C,CP,0.6,2
03/02/1998,BP 08A#E,CP,0.4,3.3
03/02/1998,BP 05,S,,
03/02/1998,BP 09C,CA,,0
03/02/1998,BP 13A,CP,0.7,8.2
03/02/1998,BP 15B#W,CP,0.2,3.4
03/02/1998,BW,FA,0,0.2
03/02/1998,BM 15A,CP,0,3.4
03/02/1998,BM 15B,CP,0.1,7.6
03/02/1998,BM 15C,CP,1.1,3.5
04/02/1998,BP 12CW,S,,
04/02/1998,BW 08A4,CP,1.4,5.3
04/02/1998,RP 14A,CT,,0
04/02/1998,RP 08B#S,S,,
04/02/1998,RP 08A#N,S,,0
04/02/1998,RP 08C#S,GN,,
04/02/1998,RP 04C,Pigeonpea,0,2
04/02/1998,RP 06C,GN,,0
04/02/1998,RP 08A#M,S,,0
05/02/1998,RM 21BIS03,M,,
05/02/1998,RM 21BIS01,S,,0
05/02/1998,RM 21BIS02,Pigeonpea,0,0
05/02/1998,RL 33IS01,M,,2
05/02/1998,RL 33IS02,S,,0
05/02/1998,Q 01C2,Pigeonpea,0,0.3
05/02/1998,Q 01C2,S,,0
05/02/1998,Q 01E2,GN,,0
09/02/1998,BP 06B,S,,0
09/02/1998,BP 06A,S,,0
09/02/1998,BP 14A,S,,1
09/02/1998,RCE 24A,CP,,0.6
09/02/1998,RCE 24A,S,,0
09/02/1998,RCW 19AIS03,Pigeonpea,0,0.6
09/02/1998,RCW 17A,W,,
09/02/1998,RCE 24DIS02,Pigeonpea,0,0.1
09/02/1998,RCE 24DIS01,S,,0
10/02/1998,RP 01A,GN,,0.6
10/02/1998,RP 06C,GN,,0
10/02/1998,RP 01B,GN,,1.1
10/02/1998,RP 01C,GN,,0.2
10/02/1998,RP 10A,GN,,0.8
10/02/1998,BP 09C,CA,,
10/02/1998,BP 08C,CP,0.5,2
10/02/1998,BP 05,S,,
11/02/1998,BP 03C,CP,1.6,3.8
11/02/1998,BP 08A#E,CP,0.9,3.9
11/02/1998,BP 07C,S,,5
11/02/1998,BP 03A,CP,1.2,1.5
11/02/1998,BP 03A,CP,0.6,1.1
11/02/1998,BP 13A,CP,1.4,2.2
11/02/1998,BW 06IS01,S,,
11/02/1998,BW 08A4,CP,1.9,1
11/02/1998,BW 08A3,CP,0.1,0.5
11/02/1998,RP 08C#S,GN,,
11/02/1998,RP,FA,0,0.4
12/02/1998,RP 10A#N,GN,,0.1
12/02/1998,RP 16A,S,,0
12/02/1998,RM 21BIS02,Pigeonpea,0,0
12/02/1998,RM 21BIS01,S,,0
12/02/1998,RM 08D3,S,,0
12/02/1998,RM 08D2,S,,0
12/02/1998,RM 08C2,Pigeonpea,0,0.7
12/02/1998,RM 01AIS01,S,,0
12/02/1998,RM,FA,0.4,0
12/02/1998,RL 33IS02,S,,0
12/02/1998,RL 33IS01,M,,0
12/02/1998,RL,FA,0,0.4
12/02/1998,RP 08B#S,S,,
12/02/1998,RP 08C,GN,,0.3
12/02/1998,RP 08BM,S,,0
12/02/1998,RP 08A#N,GN,,0
12/02/1998,Q,FA,0,0.4
13/02/1998,BR,FA,0,0.2
13/02/1998,BS 03CIS01,M,,2
13/02/1998,BIL 07AS03,S,,0
13/02/1998,BM 01BIS01,M,,
13/02/1998,BM 15A,CP,1.1,3.5
13/02/1998,BM 15B,CP,1.4,3.2
13/02/1998,BM 15C,CP,1.8,2.3
13/02/1998,BIL 07AN02,S,,0
16/02/1998,BP 01IS04,M,,2
16/02/1998,BP 03A,CP,0,1.7
16/02/1998,BP 07C,S,,0
16/02/1998,BP 08CW,CP,0.6,2
16/02/1998,BP 03C,CP,0.1,0.5
16/02/1998,BP 06A,S,,0
16/02/1998,BP 06B,S,,0
16/02/1998,BP 09C,CT,,0
16/02/1998,RCE 23S,GN,,
16/02/1998,RCE 24A,CP,0.2,2
16/02/1998,RCE 24A,S,,0
16/02/1998,RCE 24DIS01,S,,0
16/02/1998,RCE 24DIS02,Pigeonpea,0,0.15
16/02/1998,RCW 17A,W,,
16/02/1998,RCW 19AIS02,M,0,2
16/02/1998,RCW 19AIS03,Pigeonpea,0,0.1
16/02/1998,RP 08C,GN,,0
16/02/1998,RP 10A,GN,,0.4
16/02/1998,RP 01B,GN,,0.2
16/02/1998,RP 01C,GN,,0.8
16/02/1998,RP 01A,GN,,0.67
16/02/1998,RP 14A,CT,,0
17/02/1998,BP 09C,CA,,
17/02/1998,BP 13AE,CP,1.6,1.2
17/02/1998,BP 14C,S,,0
17/02/1998,BP 14A,S,,0
17/02/1998,BP,FA,0.6,0
17/02/1998,BL,FA,0.2,0.2
18/02/1998,BW 08A3,CP,0,0.6
18/02/1998,RP 11B,M,,
18/02/1998,RP 16A,S,,0
18/02/1998,RP 14DCL,MZ,,
18/02/1998,RP 14DCL,,,0
18/02/1998,RP 08A#M,S,,0
18/02/1998,RP 06C,GN,,0.2
18/02/1998,RP 08C#N,GN,,0
18/02/1998,RP 08C#S,GN,,0
18/02/1998,RP 08A#N,S,,0
19/02/1998,RP 10A,GN,,0.6
19/02/1998,RP 01B,GN,,0.2
19/02/1998,RP 01C,GN,,0.1
19/02/1998,RP 01A,GN,,0.7
19/02/1998,RM 08D2,S,,0
19/02/1998,RM 08D3,S,,0
19/02/1998,RM 21BIS01,S,,0
19/02/1998,RM 21BIS02,Pigeonpea,0,0
19/02/1998,RL,FA,0,0.2
19/02/1998,RL 33IS01,M,,
19/02/1998,RL 33IS02,S,,0
19/02/1998,RM 01AIS01,S,,0
19/02/1998,RM 08C2,Pigeonpea,0,0.5
19/02/1998,Q 01E2,GN,,0
19/02/1998,Q,FA,0,0.4
19/02/1998,Q 01C2,GN,,0
19/02/1998,Q 01C2,Pigeonpea,0,0
19/02/1998,Q 01C2,S,0,0
19/02/1998,BP 14C,S,,0
20/02/1998,BR,FA,0.2,0
20/02/1998,BS 03CIS01,M,,0
20/02/1998,BS 03CIS01,M,,
20/02/1998,BP 03B,CP,0.1,0.5
20/02/1998,RP 06C,GN,,0
20/02/1998,BIL 07AS03,S,,0
20/02/1998,BM,FA,0.4,0.2
20/02/1998,BM 01BIS01,M,,
20/02/1998,BM 15C,CP,0,2.1
20/02/1998,BM 15B,CP,0,5.9
20/02/1998,BM 15A,CP,0,3.3
20/02/1998,BIL 07AN02,S,,0
23/02/1998,RP 01B,GN,,0
23/02/1998,RP 10A,GN,,0
23/02/1998,RP 01A,GN,,0.3
23/02/1998,RP 14A,CT,,0
23/02/1998,RCE 24A,CP,2,0.4
23/02/1998,RCE 24A,S,,0
23/02/1998,RCE 23S,GN,,0
23/02/1998,RCE 17#E,M,,0
23/02/1998,RCW 19AIS02,M,,
23/02/1998,RCW 17A,W,,
23/02/1998,RCW 18A,M,,
23/02/1998,RCE 24DIS02,Pigeonpea,0,1.5
23/02/1998,RCE 24DIS01,S,,0
23/02/1998,BP 03B,CP,0.3,0.3
23/02/1998,BP 03A,CP,0.5,1
23/02/1998,BP,FA,0.4,0
23/02/1998,BP 01IS04,M,,3
23/02/1998,BP 07C,S,,0
23/02/1998,BP 03C,CP,0.1,1.6
24/02/1998,BP 08CW,CP,0.1,2
24/02/1998,BP 14C,S,,0
24/02/1998,BP 13AE,CP,1.3,2.2
24/02/1998,BP 09C,CA,,
25/02/1998,BP 09C,CT,,0
25/02/1998,RP 11B,M,,
25/02/1998,RP 16A,S,,0
25/02/1998,RP 01A,GN,,0.8
25/02/1998,RP,FA,0.2,0
25/02/1998,RP 08C#S,GN,,0.1
25/02/1998,RP 08C#N,GN,,0.1
25/02/1998,RP 08B#N,S,0,0
25/02/1998,RP 08B#S,S,,0
25/02/1998,RP 01B#N,GN,,0
25/02/1998,RP 01B#S,GN,,0
26/02/1998,RP 06C,GN,0,0.1
26/02/1998,RP 10A,GN,,0
26/02/1998,RM 21BIS03,M,,0
26/02/1998,RM 21BIS02,Pigeonpea,0,0
26/02/1998,RM 21BIS01,S,,0.2
26/02/1998,RM 08D3,S,,0
26/02/1998,RM 08D2,S,,0
26/02/1998,RM 01AIS01,S,0,0
26/02/1998,RL 33IS02,S,,0
26/02/1998,RL 33IS01,M,,
26/02/1998,RP 14A,CT,,0
26/02/1998,RP 14A,CT,,0
26/02/1998,Q 01E2,GN,,0
26/02/1998,Q 01C2,Pigeonpea,0.4,0
26/02/1998,Q 01C2,S,,0
26/02/1998,Q 01C2,Pigeonpea,0.4,0
26/02/1998,Q 01C2,S,,0
26/02/1998,RL 33IS01,M,,
26/02/1998,RL 33IS02,S,,0
26/02/1998,RM 01AIS01,S,0,0
26/02/1998,RM 08D2,S,,0
26/02/1998,RM 08D3,S,,0
26/02/1998,RM 21BIS02,Pigeonpea,0,0
26/02/1998,RM 21BIS03,M,,0
26/02/1998,RP 14A,CT,,0
26/02/1998,RP 14A,CT,,0
26/02/1998,RP 10A,GN,,0
26/02/1998,RP 06C,GN,0,0.1
26/02/1998,Q 01E2,GN,,0
26/02/1998,RM 21BISO1,S,,0.2
